Importer M.49,Importer ISO3,Importer,Importer region,Year,Value (1000USD),Weight (1000kg)
490,,"Other Asia, nes",,2016,99973199.84,358180082.3
496,MNG,Mongolia,Eastern and South-Eastern Asia (excl. China),2016,1019042.806,2486322.501
498,MDA,Moldova,Europe,2016,1127064.223,2855392.99
499,MNE,Montenegro,Europe,2016,653860.938,1409593.494
500,MSR,Montserrat,Latin America and the Caribbean,2016,13235.663,41087.83
504,MAR,Morocco,Northern Africa and Western Asia,2016,13361714.12,50159049.2
508,MOZ,Mozambique,Sub-Saharan Africa,2016,3433942.693,10773803.98
512,OMN,Oman,Northern Africa and Western Asia,2016,8567835.468,27325728.57
516,NAM,Namibia,Sub-Saharan Africa,2016,2685786.038,2701369.391
520,NRU,Nauru,Oceania (excl. Australia and New Zealand),2016,10320.568,7513.921
524,NPL,Nepal,Central and Southern Asia,2016,3624614.642,19913264.38
527,,"Oceania, nes",,2016,284480.476,1043855.008
528,NLD,Netherlands,Europe,2016,145751353.9,412273342.2
531,CUW,Curacao,Latin America and the Caribbean,2016,795682.643,2507711.245
533,ABW,Aruba,Latin America and the Caribbean,2016,1009385.811,4060672.921
534,SXM,Sint Maarten (Dutch part),Latin America and the Caribbean,2016,127398.549,100992.74
535,BES,Bonaire,Latin America and the Caribbean,2016,311360.97,1538549.705
540,NCL,New Caledonia,Oceania (excl. Australia and New Zealand),2016,582785.955,2705581.229
548,VUT,Vanuatu,Oceania (excl. Australia and New Zealand),2016,77570.892,146214.105
554,NZL,New Zealand,Australia and New Zealand,2016,6463760.861,15703625.51
558,NIC,Nicaragua,Latin America and the Caribbean,2016,1593209.35,3877497.344
562,NER,Niger,Sub-Saharan Africa,2016,489151.7669,1514798.538
566,NGA,Nigeria,Sub-Saharan Africa,2016,12487163.09,26363320.97
568,,"Other Europe, nes",,2016,17327534.64,52332199.98
570,NIU,Niue,Oceania (excl. Australia and New Zealand),2016,2360.377,3290.764
574,NFK,Norfolk Islands,Australia and New Zealand,2016,7269.858,6965.021
577,,"Other Africa, nes",,2016,3637123.011,11512722.81
579,NOR,Norway,Europe,2016,12400958.43,22085057.27
580,MNP,Northern Mariana Islands,Oceania (excl. Australia and New Zealand),2016,33639.121,96110.35
581,UMI,United States Minor Outlying Islands,,2016,1828.474,1607.82
583,FSM,Micronesia,Oceania (excl. Australia and New Zealand),2016,67692.789,168514.09
584,MHL,Marshall Islands,Oceania (excl. Australia and New Zealand),2016,296630.054,1163564.305
585,PLW,Palau,Oceania (excl. Australia and New Zealand),2016,52095.04835,68539.91612
586,PAK,Pakistan,Central and Southern Asia,2016,19256480.02,48240817.5
591,PAN,Panama,Latin America and the Caribbean,2016,6825070.854,23620771.9
598,PNG,Papua New Guinea,Oceania (excl. Australia and New Zealand),2016,1160451.049,2713504.233
600,PRY,Paraguay,Latin America and the Caribbean,2016,2063684.16,4636593.002
604,PER,Peru,Latin America and the Caribbean,2016,9515587.117,26182937.28
608,PHL,Philippines,Eastern and South-Eastern Asia (excl. China),2016,26046943.64,91112398.82
612,PCN,Pitcairn,Oceania (excl. Australia and New Zealand),2016,222.528,255.867
616,POL,Poland,Europe,2016,43914973.55,105495510.9
620,PRT,Portugal,Europe,2016,21078221.15,46772148.81
624,GNB,Guinea-Bissau,Sub-Saharan Africa,2016,110930.825,357061.024
626,TLS,Timor-Leste,Eastern and South-Eastern Asia (excl. China),2016,176055.359,595551.099
634,QAT,Qatar,Northern Africa and Western Asia,2016,5649001.217,48233258.73
637,,"North America and Central America, nes",,2016,17295679.83,58799000
642,ROU,Romania,Europe,2016,15291963.27,37997464.24
643,RUS,Russian Federation,Europe,2016,28265920.04,89491688.5
646,RWA,Rwanda,Sub-Saharan Africa,2016,736351.7113,1640740.471
652,BLM,Saint-Barthelemy,Latin America and the Caribbean,2016,17650.5,48548.605
654,SHN,Saint Helena,Sub-Saharan Africa,2016,10809.428,22595.644
659,KNA,Saint Kitts and Nevis,Latin America and the Caribbean,2016,70956.2657,113200.459
660,AIA,Anguilla,Latin America and the Caribbean,2016,8557.176,13175.93
662,LCA,Saint Lucia,Latin America and the Caribbean,2016,844739.7287,2651600.81
666,SPM,Saint Pierre and Miquelon,Northern America,2016,17475.614,34456.29
670,VCT,Saint Vincent and the Grenadines,Latin America and the Caribbean,2016,125200.2202,306882.0177
674,SMR,San Marino,Europe,2016,62272.425,83223.153
678,STP,Sao Tome and Principe,Sub-Saharan Africa,2016,33384.93717,68940.83386
682,SAU,Saudi Arabia,Northern Africa and Western Asia,2016,30734726.66,60758534.58
686,SEN,Senegal,Sub-Saharan Africa,2016,3099307.558,9929044.024
688,SRB,Serbia,Europe,2016,4842462.767,13227298.76
690,SYC,Seychelles,Sub-Saharan Africa,2016,464576.8405,685852.8365
694,SLE,Sierra Leone,Sub-Saharan Africa,2016,367692.9192,1257184.275
699,IND,India,Central and Southern Asia,2016,187402383.8,608479806.2
702,SGP,Singapore,Eastern and South-Eastern Asia (excl. China),2016,79318783.21,257246737.3
703,SVK,Slovakia,Europe,2016,12923572.98,34723634.98
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),2016,54677119.49,107238940.9
705,SVN,Slovenia,Europe,2016,7751531.865,19587807.09
706,SOM,Somalia,Sub-Saharan Africa,2016,1111946.588,2404511.166
710,ZAF,South Africa,Sub-Saharan Africa,2016,23797618.99,53684584.5
716,ZWE,Zimbabwe,Sub-Saharan Africa,2016,2531904.718,6080700.096
724,ESP,Spain,Europe,2016,82416271.53,207928238.1
728,SSD,South Sudan,Sub-Saharan Africa,2016,201463.038,521024.605
729,SDN,Sudan,Northern Africa and Western Asia,2016,5184509.858,13301039.07
732,ESH,Western Sahara,Northern Africa and Western Asia,2016,1411.274,5305.769
740,SUR,Suriname,Latin America and the Caribbean,2016,369375.9668,837321.4303
748,SWZ,Eswatini,Sub-Saharan Africa,2016,454254.6948,2162032.306
752,SWE,Sweden,Europe,2016,29888350.72,61410894.94
757,CHE,Switzerland,Europe,2016,102203642.4,51768588.76
760,SYR,Syria,Northern Africa and Western Asia,2016,1425339.172,3890366.594
762,TJK,Tajikistan,Central and Southern Asia,2016,922839.493,3225558.217
764,THA,Thailand,Eastern and South-Eastern Asia (excl. China),2016,60412539.39,165441771.2
768,TGO,Togo,Sub-Saharan Africa,2016,3266445.523,9690735.657
772,TKL,Tokelau,Oceania (excl. Australia and New Zealand),2016,2510.98,2456.001
776,TON,Tonga,Oceania (excl. Australia and New Zealand),2016,78808.826,156749.062
780,TTO,Trinidad and Tobago,Latin America and the Caribbean,2016,1670851.925,5879617.531
784,ARE,United Arab Emirates,Northern Africa and Western Asia,2016,72869783.98,84064951.62
788,TUN,Tunisia,Northern Africa and Western Asia,2016,6029426.989,15262193.26
792,TUR,Turkey,Northern Africa and Western Asia,2016,58263172.87,173648644.4
795,TKM,Turkmenistan,Central and Southern Asia,2016,764900.225,2202088.023
796,TCA,Turks and Caicos Islands,Latin America and the Caribbean,2016,69548.899,211459.942
798,TUV,Tuvalu,Oceania (excl. Australia and New Zealand),2016,9207.517,22700.137
800,UGA,Uganda,Sub-Saharan Africa,2016,1470232.721,4776777.971
804,UKR,Ukraine,Europe,2016,14377657.82,58856644.61
807,MKD,North Macedonia,Europe,2016,2618568.452,4815657.541
818,EGY,Egypt,Northern Africa and Western Asia,2016,32212796.91,83761722.05
826,GBR,United Kingdom,Europe,2016,129658822.1,220938983.6
834,TZA,Tanzania,Sub-Saharan Africa,2016,2939049.437,7629779.914
837,,Bunkers,,2016,8202512.484,21953457.32
838,,Free Zones,,2016,4193281.529,15677602.1
839,,Special Categories,,2016,8348056.111,26338032.77
842,USA,United States,Northern America,2016,374305293.1,847962264.5
854,BFA,Burkina Faso,Sub-Saharan Africa,2016,1304061.185,6033240.414
858,URY,Uruguay,Latin America and the Caribbean,2016,2911403.95,8193629.88
860,UZB,Uzbekistan,Central and Southern Asia,2016,2397365.678,9198312.985
862,VEN,Venezuela,Latin America and the Caribbean,2016,4770263.559,11456836.06
876,WLF,Wallis and Futuna Islands,Oceania (excl. Australia and New Zealand),2016,11099.182,16276.33
882,WSM,Samoa,Oceania (excl. Australia and New Zealand),2016,165952.0332,249720.7962
887,YEM,Yemen,Northern Africa and Western Asia,2016,2749498.932,9104458.747
894,ZMB,Zambia,Sub-Saharan Africa,2016,2766873.044,3533174.895
899,,"Areas, nes",,2016,141130831.8,410983523.8
4,AFG,Afghanistan,Central and Southern Asia,2017,3776086.497,13185662.53
8,ALB,Albania,Europe,2017,1185153.773,2833972.263
10,ATA,Antarctica,,2017,14417.205,18786.596
12,DZA,Algeria,Northern Africa and Western Asia,2017,13571044.54,31403385.67
16,ASM,American Samoa,Oceania (excl. Australia and New Zealand),2017,90537.447,96996.004
20,AND,Andorra,Europe,2017,235852.0878,542286.8951
24,AGO,Angola,Sub-Saharan Africa,2017,4348228.585,7068481.694
28,ATG,Antigua and Barbuda,Latin America and the Caribbean,2017,323118.3207,670953.5128
31,AZE,Azerbaijan,Northern Africa and Western Asia,2017,2283388.904,5689965.625
32,ARG,Argentina,Latin America and the Caribbean,2017,11055099.89,32367949.65
36,AUS,Australia,Australia and New Zealand,2017,41583779.89,74034902.85
40,AUT,Austria,Europe,2017,36134684.7,78781958.72
44,BHS,Bahamas,Latin America and the Caribbean,2017,3106152.492,7715768.627
48,BHR,Bahrain,Northern Africa and Western Asia,2017,7535444.037,28010197.1
50,BGD,Bangladesh,Central and Southern Asia,2017,18773532.48,66884252.35
51,ARM,Armenia,Northern Africa and Western Asia,2017,1563623.706,3911048.935
52,BRB,Barbados,Latin America and the Caribbean,2017,564428.2346,1013793.975
56,BEL,Belgium,Europe,2017,118297942.8,223635058.3
60,BMU,Bermuda,Northern America,2017,251614.0593,537550.3609
64,BTN,Bhutan,Central and Southern Asia,2017,217688.096,548321.342
68,BOL,Bolivia,Latin America and the Caribbean,2017,1672115.185,3105030.021
70,BIH,Bosnia Herzegovina,Europe,2017,3460653.391,7389280.252
72,BWA,Botswana,Sub-Saharan Africa,2017,2931022.412,2915681.442
74,BVT,Bouvet Island,,2017,,
76,BRA,Brazil,Latin America and the Caribbean,2017,45694314.82,134651956
84,BLZ,Belize,Latin America and the Caribbean,2017,296579.8875,1022204.634
86,IOT,British Indian Ocean Territory,,2017,30296.488,30574.229
90,SLB,Solomon Islands,Oceania (excl. Australia and New Zealand),2017,213462.0201,399644.2178
92,VGB,British Virgin Islands,Latin America and the Caribbean,2017,168657.842,506306.591
96,BRN,Brunei Darussalam,Eastern and South-Eastern Asia (excl. China),2017,785730.4197,3110207.104
100,BGR,Bulgaria,Europe,2017,13387848.04,23594328.41
104,MMR,Myanmar,Eastern and South-Eastern Asia (excl. China),2017,7380939.085,16477085.72
108,BDI,Burundi,Sub-Saharan Africa,2017,358672.681,696336.0423
112,BLR,Belarus,Europe,2017,15516855.69,53951789.16
116,KHM,Cambodia,Eastern and South-Eastern Asia (excl. China),2017,4892716.557,10597898.35
120,CMR,Cameroon,Sub-Saharan Africa,2017,2166601.221,7022231.663
124,CAN,Canada,Northern America,2017,77713522.74,138499285.7
132,CPV,Cabo Verde,Sub-Saharan Africa,2017,321848.6058,770983.0843
136,CYM,Cayman Islands,Latin America and the Caribbean,2017,486566.484,1044185.645
140,CAF,Central African Republic,Sub-Saharan Africa,2017,132728.8924,204403.4903
144,LKA,Sri Lanka,Central and Southern Asia,2017,8298094.94,23077676.42
148,TCD,Chad,Sub-Saharan Africa,2017,116246.261,182302.333
152,CHL,Chile,Latin America and the Caribbean,2017,16691916.92,46056980.54
156,CHN,China,China,2017,674863532,2516278334
162,CXR,Christmas Islands,,2017,7813.282,14816.922
166,CCK,Cocos Islands,,2017,582.747,570.069
170,COL,Colombia,Latin America and the Caribbean,2017,12333384.87,29688405.1
174,COM,Comoros,Sub-Saharan Africa,2017,146384.9057,439241.4443
178,COG,"Congo, Republic",Sub-Saharan Africa,2017,721796.0144,1680563.278
180,COD,"Congo, Democratic Republic",Sub-Saharan Africa,2017,1402937.633,2719299.259
184,COK,Cook Islands,Oceania (excl. Australia and New Zealand),2017,37617.368,51160.169
188,CRI,Costa Rica,Latin America and the Caribbean,2017,3803096.83,7699265.949
191,HRV,Croatia,Europe,2017,6238701.695,17423143.17
192,CUB,Cuba,Latin America and the Caribbean,2017,2043913.744,4361770.007
196,CYP,Cyprus,Northern Africa and Western Asia,2017,3164928.593,7439441.054
203,CZE,Czech Republic,Europe,2017,27340413.18,51972774.83
204,BEN,Benin,Sub-Saharan Africa,2017,3045002.345,6466093.328
208,DNK,Denmark,Europe,2017,20476075.79,40931632.88
212,DMA,Dominica,Latin America and the Caribbean,2017,120426.743,278268.558
214,DOM,Dominican Republic,Latin America and the Caribbean,2017,6471389.951,14207460.93
218,ECU,Ecuador,Latin America and the Caribbean,2017,7003683.847,14738069.76
222,SLV,El Salvador,Latin America and the Caribbean,2017,3089539.778,6618683.056
226,GNQ,Equatorial Guinea,Sub-Saharan Africa,2017,178604.332,449402.13
231,ETH,Ethiopia,Sub-Saharan Africa,2017,4656916.333,9988151.75
232,ERI,Eritrea,Sub-Saharan Africa,2017,158032.699,733936.644
233,EST,Estonia,Europe,2017,5397398.317,11609107.23
234,FRO,Faeroe Islands,Europe,2017,273974.704,686244.277
238,FLK,Falkland Islands (Malvinas),Latin America and the Caribbean,2017,26840.068,46380.04
239,SGS,South Georgia and the South Sandwich Islands,,2017,13.606,2.173
242,FJI,Fiji,Oceania (excl. Australia and New Zealand),2017,1012910.605,1841960.041
246,FIN,Finland,Europe,2017,19039669.21,48315553.1
251,FRA,France,Europe,2017,136077255.7,271462193.4
258,PYF,French Polynesia,Oceania (excl. Australia and New Zealand),2017,385463.256,426731.277
260,ATF,French Southern Territories,,2017,5523.492,5614.913
262,DJI,Djibouti,Sub-Saharan Africa,2017,1444248.921,4133135.718
266,GAB,Gabon,Sub-Saharan Africa,2017,521644.386,1346335.962
268,GEO,Georgia,Northern Africa and Western Asia,2017,2816750.977,6945654.334
270,GMB,Gambia,Sub-Saharan Africa,2017,431877.1664,1617587.304
275,PSE,State of Palestine,Northern Africa and Western Asia,2017,2113077.491,6220159.331
276,DEU,Germany,Europe,2017,252652310.5,496515674.1
288,GHA,Ghana,Sub-Saharan Africa,2017,4149723.562,13973363.37
292,GIB,Gibraltar,Europe,2017,6843010.79,16696030.97
296,KIR,Kiribati,Oceania (excl. Australia and New Zealand),2017,41193.582,74922.922
300,GRC,Greece,Europe,2017,22841399.95,49126469.19
304,GRL,Greenland,Northern America,2017,218264.1548,292520.7435
308,GRD,Grenada,Latin America and the Caribbean,2017,54892.251,142555.858
316,GUM,Guam,Oceania (excl. Australia and New Zealand),2017,423968.375,423175.756
320,GTM,Guatemala,Latin America and the Caribbean,2017,5928963.223,15970614.42
324,GIN,Guinea,Sub-Saharan Africa,2017,1173838.497,4217326.523
328,GUY,Guyana,Latin America and the Caribbean,2017,636786.906,1533145.576
332,HTI,Haiti,Latin America and the Caribbean,2017,1450853.315,4445364.314
334,HMD,Heard Island and McDonald Islands,,2017,332.404,448.298
336,VAT,Holy See,Europe,2017,22049.437,15338.967
340,HND,Honduras,Latin America and the Caribbean,2017,3366980.427,6958243.813
344,HKG,"China, Hong Kong SAR",China,2017,95054379.91,225776593.1
348,HUN,Hungary,Europe,2017,16910473.92,35437163.96
352,ISL,Iceland,Europe,2017,1390870.747,3131562.132
360,IDN,Indonesia,Eastern and South-Eastern Asia (excl. China),2017,60291906.96,133764580.2
364,IRN,Iran,Central and Southern Asia,2017,17941516.11,34145620.61
368,IRQ,Iraq,Northern Africa and Western Asia,2017,11560823.57,28892125.49
372,IRL,Ireland,Europe,2017,13387765.49,34399830.97
376,ISR,Israel,Northern Africa and Western Asia,2017,26039319.65,117602277.6
381,ITA,Italy,Europe,2017,150747055.7,286764645.2
384,CIV,Cote d'Ivoire,Sub-Saharan Africa,2017,4290793.759,12719531.28
388,JAM,Jamaica,Latin America and the Caribbean,2017,2191125.631,5052423.906
392,JPN,Japan,Eastern and South-Eastern Asia (excl. China),2017,244430900.2,736444573.9
398,KAZ,Kazakhstan,Central and Southern Asia,2017,7238414.068,23388685.02
400,JOR,Jordan,Northern Africa and Western Asia,2017,7936292.639,16232118.47
404,KEN,Kenya,Sub-Saharan Africa,2017,6800276.081,18405638.98
408,PRK,"Korea, Democratic People’s Republic",Eastern and South-Eastern Asia (excl. China),2017,845070.621,2437588.363
410,KOR,"Korea, Republic",Eastern and South-Eastern Asia (excl. China),2017,187665668.9,567552071.1
414,KWT,Kuwait,Northern Africa and Western Asia,2017,7652416.952,35561471.05
417,KGZ,Kyrgyzstan,Central and Southern Asia,2017,1487586.957,5653181.716
418,LAO,Lao PDR,Eastern and South-Eastern Asia (excl. China),2017,2175330.956,4394080.197
422,LBN,Lebanon,Northern Africa and Western Asia,2017,8753786.201,17789703.86
426,LSO,Lesotho,Sub-Saharan Africa,2017,512829.5984,989431.3995
428,LVA,Latvia,Europe,2017,7052156.136,20499833.24
430,LBR,Liberia,Sub-Saharan Africa,2017,949162.991,2867757.091
434,LBY,Libya,Northern Africa and Western Asia,2017,3941175.624,9446348.287
440,LTU,Lithuania,Europe,2017,9784482.015,23715004.66
442,LUX,Luxembourg,Europe,2017,6287069.145,16031379.02
446,MAC,"China, Macao SAR",China,2017,1744910.447,116702981
450,MDG,Madagascar,Sub-Saharan Africa,2017,1497374.526,5375393.942
454,MWI,Malawi,Sub-Saharan Africa,2017,732026.4381,1560874.569
458,MYS,Malaysia,Eastern and South-Eastern Asia (excl. China),2017,60784806.59,163460596.3
462,MDV,Maldives,Central and Southern Asia,2017,764791.338,3594398.667
466,MLI,Mali,Sub-Saharan Africa,2017,1826998.022,5753112.835
470,MLT,Malta,Europe,2017,4417446.866,12016691.1
473,,"Latin American Integration Association, nes",,2017,4621.311,211.427
478,MRT,Mauritania,Sub-Saharan Africa,2017,1364374.719,4567855.223
480,MUS,Mauritius,Sub-Saharan Africa,2017,2263882.381,5724171.148
484,MEX,Mexico,Latin America and the Caribbean,2017,75179612.64,152455907.7
490,,"Other Asia, nes",,2017,77105181.62,232348501.4
496,MNG,Mongolia,Eastern and South-Eastern Asia (excl. China),2017,1436620.049,2778217.407
498,MDA,Moldova,Europe,2017,1468682.921,3197194.201
499,MNE,Montenegro,Europe,2017,779678.91,1736453.457
500,MSR,Montserrat,Latin America and the Caribbean,2017,5444.608,16518.707
504,MAR,Morocco,Northern Africa and Western Asia,2017,15154897.49,49234744.26
508,MOZ,Mozambique,Sub-Saharan Africa,2017,3250416.787,709119386.4
512,OMN,Oman,Northern Africa and Western Asia,2017,9320841.011,31241896.94
516,NAM,Namibia,Sub-Saharan Africa,2017,2375036.25,3219707.457
520,NRU,Nauru,Oceania (excl. Australia and New Zealand),2017,10847.14,8970.886
524,NPL,Nepal,Central and Southern Asia,2017,4602099.119,12498388.09
527,,"Oceania, nes",,2017,1020.453,103.253
528,NLD,Netherlands,Europe,2017,173723193.7,412050763.9
531,CUW,Curacao,Latin America and the Caribbean,2017,576323.462,1359910.007
533,ABW,Aruba,Latin America and the Caribbean,2017,1076288.302,3404498.998
534,SXM,Sint Maarten (Dutch part),Latin America and the Caribbean,2017,119310.031,58182.475
535,BES,Bonaire,Latin America and the Caribbean,2017,165015.252,553163.741
540,NCL,New Caledonia,Oceania (excl. Australia and New Zealand),2017,668016.823,2146103.286
548,VUT,Vanuatu,Oceania (excl. Australia and New Zealand),2017,89305.449,197953.765
554,NZL,New Zealand,Australia and New Zealand,2017,7668739.555,17489391.19
558,NIC,Nicaragua,Latin America and the Caribbean,2017,1726315.619,4025636.748
562,NER,Niger,Sub-Saharan Africa,2017,639624.1676,1852127.551
566,NGA,Nigeria,Sub-Saharan Africa,2017,14751800.97,29384183.72
568,,"Other Europe, nes",,2017,461101.488,492022.212
570,NIU,Niue,Oceania (excl. Australia and New Zealand),2017,4058.051,3971.583
574,NFK,Norfolk Islands,Australia and New Zealand,2017,26785.459,43847.433
577,,"Other Africa, nes",,2017,99231.773,309920.132
579,NOR,Norway,Europe,2017,14483349.44,23323896.35
580,MNP,Northern Mariana Islands,Oceania (excl. Australia and New Zealand),2017,33593.995,51571.165
581,UMI,United States Minor Outlying Islands,,2017,4985.98,5673.693
583,FSM,Micronesia,Oceania (excl. Australia and New Zealand),2017,72937.37,146956.212
584,MHL,Marshall Islands,Oceania (excl. Australia and New Zealand),2017,426121.921,1227377.123
585,PLW,Palau,Oceania (excl. Australia and New Zealand),2017,69247.3496,110784.4159
586,PAK,Pakistan,Central and Southern Asia,2017,24943711.01,60007317.57
591,PAN,Panama,Latin America and the Caribbean,2017,9758140.914,24521763.44
598,PNG,Papua New Guinea,Oceania (excl. Australia and New Zealand),2017,1233769.187,2270519.059
600,PRY,Paraguay,Latin America and the Caribbean,2017,2320582.326,4947260.456
604,PER,Peru,Latin America and the Caribbean,2017,12035335.56,30237097.86
608,PHL,Philippines,Eastern and South-Eastern Asia (excl. China),2017,32729712.31,95779734.33
612,PCN,Pitcairn,Oceania (excl. Australia and New Zealand),2017,518.502,423.286
616,POL,Poland,Europe,2017,52940803.77,112753885.9
620,PRT,Portugal,Europe,2017,25537929.24,61275462.41
624,GNB,Guinea-Bissau,Sub-Saharan Africa,2017,180533.038,548339.324
626,TLS,Timor-Leste,Eastern and South-Eastern Asia (excl. China),2017,286202.5705,823064.2788
634,QAT,Qatar,Northern Africa and Western Asia,2017,5894207.216,34557009.77
642,ROU,Romania,Europe,2017,17946683.02,37402499.91
643,RUS,Russian Federation,Europe,2017,35076090.06,102961185.9
646,RWA,Rwanda,Sub-Saharan Africa,2017,1011466.158,2082659.671
652,BLM,Saint-Barthelemy,Latin America and the Caribbean,2017,20630.09,57690.918
654,SHN,Saint Helena,Sub-Saharan Africa,2017,9534.96,14984.949
659,KNA,Saint Kitts and Nevis,Latin America and the Caribbean,2017,73548.10917,120853.2652
660,AIA,Anguilla,Latin America and the Caribbean,2017,20222.216,50981.159
662,LCA,Saint Lucia,Latin America and the Caribbean,2017,1520793.784,4326675.92
666,SPM,Saint Pierre and Miquelon,Northern America,2017,13036.014,20043.879
670,VCT,Saint Vincent and the Grenadines,Latin America and the Caribbean,2017,120900.7756,279818.356
674,SMR,San Marino,Europe,2017,71361.945,80391.505
678,STP,Sao Tome and Principe,Sub-Saharan Africa,2017,61016.33404,75592.04105
682,SAU,Saudi Arabia,Northern Africa and Western Asia,2017,32484528.49,65394673.19
686,SEN,Senegal,Sub-Saharan Africa,2017,4020428.243,11394394.74
688,SRB,Serbia,Europe,2017,6300058.856,15104796.2
690,SYC,Seychelles,Sub-Saharan Africa,2017,592454.9469,395953.9984
694,SLE,Sierra Leone,Sub-Saharan Africa,2017,459030.1031,1730376.845
699,IND,India,Central and Southern Asia,2017,252401125.1,674712452.2
702,SGP,Singapore,Eastern and South-Eastern Asia (excl. China),2017,99679077.13,202587190
703,SVK,Slovakia,Europe,2017,14968082.31,36324260.97
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),2017,63388236.39,111052762.3
705,SVN,Slovenia,Europe,2017,9180540.781,20283313.07
706,SOM,Somalia,Sub-Saharan Africa,2017,1335249.709,2756354.76
710,ZAF,South Africa,Sub-Saharan Africa,2017,25647345.84,51490766.78
716,ZWE,Zimbabwe,Sub-Saharan Africa,2017,2314042.196,3045429.659
724,ESP,Spain,Europe,2017,100798408.3,226995654.3
728,SSD,South Sudan,Sub-Saharan Africa,2017,210902.197,426122.599
729,SDN,Sudan,Northern Africa and Western Asia,2017,4214789.899,9798060.398
732,ESH,Western Sahara,Northern Africa and Western Asia,2017,76658.726,167614.26
740,SUR,Suriname,Latin America and the Caribbean,2017,196690.1191,994607.8362
748,SWZ,Eswatini,Sub-Saharan Africa,2017,508928.2829,1443459.048
752,SWE,Sweden,Europe,2017,34399170.09,62286951.78
757,CHE,Switzerland,Europe,2017,94394019.05,48839605.22
760,SYR,Syria,Northern Africa and Western Asia,2017,1679799.993,4541897.184
762,TJK,Tajikistan,Central and Southern Asia,2017,1084317.173,3432606.014
764,THA,Thailand,Eastern and South-Eastern Asia (excl. China),2017,74553508,133409988.8
768,TGO,Togo,Sub-Saharan Africa,2017,4696114.386,11650084.95
772,TKL,Tokelau,Oceania (excl. Australia and New Zealand),2017,38358.599,100096.749
776,TON,Tonga,Oceania (excl. Australia and New Zealand),2017,34086.855,28463.368
780,TTO,Trinidad and Tobago,Latin America and the Caribbean,2017,2055636.729,6488078.698
784,ARE,United Arab Emirates,Northern Africa and Western Asia,2017,82828377.91,89860041.61
788,TUN,Tunisia,Northern Africa and Western Asia,2017,7407380.127,15841399.41
792,TUR,Turkey,Northern Africa and Western Asia,2017,82806497.03,196202011.6
795,TKM,Turkmenistan,Central and Southern Asia,2017,643894.247,1584127.854
796,TCA,Turks and Caicos Islands,Latin America and the Caribbean,2017,76126.347,150433.458
798,TUV,Tuvalu,Oceania (excl. Australia and New Zealand),2017,17282.014,49343.877
800,UGA,Uganda,Sub-Saharan Africa,2017,1927868.904,5507030.182
804,UKR,Ukraine,Europe,2017,19718081.53,70329242.05
807,MKD,North Macedonia,Europe,2017,3029074.995,4908689.401
818,EGY,Egypt,Northern Africa and Western Asia,2017,34430833.62,81384523.98
826,GBR,United Kingdom,Europe,2017,135897789.4,233382322.6
834,TZA,Tanzania,Sub-Saharan Africa,2017,3238486.468,7544790.326
837,,Bunkers,,2017,11791832.82,28658190.3
838,,Free Zones,,2017,2345108.294,13404720.15
839,,Special Categories,,2017,9547896.854,30652312.58
842,USA,United States,Northern America,2017,426139807.7,849926956.6
854,BFA,Burkina Faso,Sub-Saharan Africa,2017,1591127.666,4648923.482
858,URY,Uruguay,Latin America and the Caribbean,2017,3288219.567,8533817.014
860,UZB,Uzbekistan,Central and Southern Asia,2017,3836646.294,11229743.09
862,VEN,Venezuela,Latin America and the Caribbean,2017,4137081.474,10695035.43
876,WLF,Wallis and Futuna Islands,Oceania (excl. Australia and New Zealand),2017,11577.617,16705.403
882,WSM,Samoa,Oceania (excl. Australia and New Zealand),2017,192958.1705,305938.0599
887,YEM,Yemen,Northern Africa and Western Asia,2017,3474351.157,9978727.825
894,ZMB,Zambia,Sub-Saharan Africa,2017,3019052.192,3775303.112
899,,"Areas, nes",,2017,145403297.8,348859139
4,AFG,Afghanistan,Central and Southern Asia,2018,5704372.266,17620913.22
8,ALB,Albania,Europe,2018,1400449.643,2674475.165
10,ATA,Antarctica,,2018,5892.89,6513.485
12,DZA,Algeria,Northern Africa and Western Asia,2018,13800326.95,31459443.01
16,ASM,American Samoa,Oceania (excl. Australia and New Zealand),2018,97347.22,112844.329
20,AND,Andorra,Europe,2018,265970.7824,957248.1199
24,AGO,Angola,Sub-Saharan Africa,2018,5011901.749,7421418.873
28,ATG,Antigua and Barbuda,Latin America and the Caribbean,2018,412971.5836,701010.8831
31,AZE,Azerbaijan,Northern Africa and Western Asia,2018,2728464.034,6711491.069
32,ARG,Argentina,Latin America and the Caribbean,2018,13930146.82,36226200.4
36,AUS,Australia,Australia and New Zealand,2018,49373071.03,77666677.23
40,AUT,Austria,Europe,2018,40518024.47,72060086.85
44,BHS,Bahamas,Latin America and the Caribbean,2018,2305058.48,8109361.546
48,BHR,Bahrain,Northern Africa and Western Asia,2018,9528481.664,32690936.1
50,BGD,Bangladesh,Central and Southern Asia,2018,20336242.76,76556879.71
51,ARM,Armenia,Northern Africa and Western Asia,2018,1681682.868,3718541.297
52,BRB,Barbados,Latin America and the Caribbean,2018,711233.4071,1231275.223
56,BEL,Belgium,Europe,2018,136796987.4,222812840.4
60,BMU,Bermuda,Northern America,2018,258990.7717,439273.8299
64,BTN,Bhutan,Central and Southern Asia,2018,304793.937,798025.728
68,BOL,Bolivia,Latin America and the Caribbean,2018,1912215.133,2918122.381
