Importer M.49,Importer ISO3,Importer,Importer region,Year,Value (1000USD),Weight (1000kg)
562,NER,Niger,Sub-Saharan Africa,2019,380802.578,1417851.699
566,NGA,Nigeria,Sub-Saharan Africa,2019,15045954.05,27030170.29
568,,"Other Europe, nes",,2019,4260053.399,11051482.52
570,NIU,Niue,Oceania (excl. Australia and New Zealand),2019,4051.733,4231.532
574,NFK,Norfolk Islands,Australia and New Zealand,2019,5767.813,9421.982
577,,"Other Africa, nes",,2019,30978.566,81484.393
579,NOR,Norway,Europe,2019,18449828.11,35038776.22
580,MNP,Northern Mariana Islands,Oceania (excl. Australia and New Zealand),2019,55316.408,100269.357
581,UMI,United States Minor Outlying Islands,,2019,9771.78,59131.961
583,FSM,Micronesia,Oceania (excl. Australia and New Zealand),2019,29661.965,50859.578
584,MHL,Marshall Islands,Oceania (excl. Australia and New Zealand),2019,903087.723,1944138.803
585,PLW,Palau,Oceania (excl. Australia and New Zealand),2019,41100.621,39170.381
586,PAK,Pakistan,Central and Southern Asia,2019,24356284.23,60646953.46
591,PAN,Panama,Latin America and the Caribbean,2019,11467361.85,28586548.88
598,PNG,Papua New Guinea,Oceania (excl. Australia and New Zealand),2019,1192324.871,2445457.998
600,PRY,Paraguay,Latin America and the Caribbean,2019,2204872.377,4194030.547
604,PER,Peru,Latin America and the Caribbean,2019,12600125.68,29015537.47
608,PHL,Philippines,Eastern and South-Eastern Asia (excl. China),2019,34723101.8,102478316.4
612,PCN,Pitcairn,Oceania (excl. Australia and New Zealand),2019,3359.691,7495.063
616,POL,Poland,Europe,2019,59491061.82,125246895.6
620,PRT,Portugal,Europe,2019,25526212.45,48661502.64
624,GNB,Guinea-Bissau,Sub-Saharan Africa,2019,150306.384,422544.355
626,TLS,Timor-Leste,Eastern and South-Eastern Asia (excl. China),2019,183678.955,684007.542
634,QAT,Qatar,Northern Africa and Western Asia,2019,5667868.279,33065971.24
637,,"North America and Central America, nes",,2019,12695860.02,35355904.03
642,ROU,Romania,Europe,2019,20980704.97,41610090.44
643,RUS,Russian Federation,Europe,2019,37594394.64,95909833.47
646,RWA,Rwanda,Sub-Saharan Africa,2019,1355462.79,2288663.403
652,BLM,Saint-Barthelemy,Latin America and the Caribbean,2019,26135.13,54766.384
654,SHN,Saint Helena,Sub-Saharan Africa,2019,7290.119,11337.952
659,KNA,Saint Kitts and Nevis,Latin America and the Caribbean,2019,94483.26,253536.997
660,AIA,Anguilla,Latin America and the Caribbean,2019,102804.529,120529.198
662,LCA,Saint Lucia,Latin America and the Caribbean,2019,1590220.909,3588264.8
666,SPM,Saint Pierre and Miquelon,Northern America,2019,5732.284,3921.996
670,VCT,Saint Vincent and the Grenadines,Latin America and the Caribbean,2019,115602.5207,272916.4405
674,SMR,San Marino,Europe,2019,55738.192,63353.801
678,STP,Sao Tome and Principe,Sub-Saharan Africa,2019,36654.08461,69910.26821
682,SAU,Saudi Arabia,Northern Africa and Western Asia,2019,32670707.67,58335440.87
686,SEN,Senegal,Sub-Saharan Africa,2019,4666846.014,12290132.53
688,SRB,Serbia,Europe,2019,7515491.822,15852709.88
690,SYC,Seychelles,Sub-Saharan Africa,2019,509297.3335,410650.4518
694,SLE,Sierra Leone,Sub-Saharan Africa,2019,297317.616,1271245.426
699,IND,India,Central and Southern Asia,2019,268510469.9,690334406
702,SGP,Singapore,Eastern and South-Eastern Asia (excl. China),2019,101193554.1,236635481.7
703,SVK,Slovakia,Europe,2019,16117248.02,36274875.61
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),2019,66162672.41,154508884.4
705,SVN,Slovenia,Europe,2019,10125671.84,19739982.96
706,SOM,Somalia,Sub-Saharan Africa,2019,1149047.563,2408906.283
710,ZAF,South Africa,Sub-Saharan Africa,2019,25064262.81,51599397.88
716,ZWE,Zimbabwe,Sub-Saharan Africa,2019,1854802.307,2599676.134
724,ESP,Spain,Europe,2019,101670323.7,201989638.5
728,SSD,South Sudan,Sub-Saharan Africa,2019,85791.054,126812.266
729,SDN,Sudan,Northern Africa and Western Asia,2019,1839587.924,5033471.457
732,ESH,Western Sahara,Northern Africa and Western Asia,2019,5247.917,11802.641
740,SUR,Suriname,Latin America and the Caribbean,2019,382094.0425,641310.3209
748,SWZ,Eswatini,Sub-Saharan Africa,2019,662640.6494,1805579.819
752,SWE,Sweden,Europe,2019,36112517.34,62739569.52
757,CHE,Switzerland,Europe,2019,91064848.67,47912956.77
760,SYR,Syria,Northern Africa and Western Asia,2019,1827477.14,5082698.355
762,TJK,Tajikistan,Central and Southern Asia,2019,1336050.865,3864697.437
764,THA,Thailand,Eastern and South-Eastern Asia (excl. China),2019,80228764.85,135043986.6
768,TGO,Togo,Sub-Saharan Africa,2019,4098225.026,9098335.251
772,TKL,Tokelau,Oceania (excl. Australia and New Zealand),2019,2328.949,3143.012
776,TON,Tonga,Oceania (excl. Australia and New Zealand),2019,91692.8,141762.326
780,TTO,Trinidad and Tobago,Latin America and the Caribbean,2019,2174199.654,6737485.825
784,ARE,United Arab Emirates,Northern Africa and Western Asia,2019,124287612.6,149316073.1
788,TUN,Tunisia,Northern Africa and Western Asia,2019,8072716.483,14897710.31
792,TUR,Turkey,Northern Africa and Western Asia,2019,76226014.71,173346402.2
795,TKM,Turkmenistan,Central and Southern Asia,2019,507025.945,1112147.879
796,TCA,Turks and Caicos Islands,Latin America and the Caribbean,2019,85400.148,118622.168
798,TUV,Tuvalu,Oceania (excl. Australia and New Zealand),2019,19635.406,40111.106
800,UGA,Uganda,Sub-Saharan Africa,2019,612705.957,1923864.546
804,UKR,Ukraine,Europe,2019,16134146.73,53017054.35
807,MKD,North Macedonia,Europe,2019,3915610.959,5943682.477
818,EGY,Egypt,Northern Africa and Western Asia,2019,34640290.8,80054732.23
826,GBR,United Kingdom,Europe,2019,154091053.3,223534448.3
834,TZA,Tanzania,Sub-Saharan Africa,2019,3244157.061,8198034.723
837,,Bunkers,,2019,16107977.26,33905534.6
838,,Free Zones,,2019,812128.381,1510006.515
839,,Special Categories,,2019,14984551.34,58875646.71
842,USA,United States,Northern America,2019,431864051.6,775504979.7
854,BFA,Burkina Faso,Sub-Saharan Africa,2019,1590781.314,4416060.249
858,URY,Uruguay,Latin America and the Caribbean,2019,3538826.139,8732562.43
860,UZB,Uzbekistan,Central and Southern Asia,2019,5417951.543,16851005.18
862,VEN,Venezuela,Latin America and the Caribbean,2019,2184424.866,4982105.443
876,WLF,Wallis and Futuna Islands,Oceania (excl. Australia and New Zealand),2019,15973.17,22128.283
882,WSM,Samoa,Oceania (excl. Australia and New Zealand),2019,193064.2566,309888.3767
887,YEM,Yemen,Northern Africa and Western Asia,2019,4793882.156,12620831.45
894,ZMB,Zambia,Sub-Saharan Africa,2019,2559080.276,3615709.637
899,,"Areas, nes",,2019,224251442.7,443301582.7
