Exporter M.49,Exporter ISO3,Exporter,Exporter region,Year,Value (1000USD),Weight (1000kg)
70,BIH,Bosnia Herzegovina,Europe,2013,2153841.672,6046738.297
72,BWA,Botswana,Sub-Saharan Africa,2013,7535606.602,861799.7787
74,BVT,Bouvet Island,,2013,374.192,54.441
76,BRA,Brazil,Latin America and the Caribbean,2013,170468734.9,524888631.3
84,BLZ,Belize,Latin America and the Caribbean,2013,434870.3753,742620.8996
86,IOT,British Indian Ocean Territory,,2013,4328.64,2323.956
90,SLB,Solomon Islands,Oceania (excl. Australia and New Zealand),2013,847802.9295,2668501.76
92,VGB,British Virgin Islands,Latin America and the Caribbean,2013,275686.768,139805.409
96,BRN,Brunei Darussalam,Eastern and South-Eastern Asia (excl. China),2013,11280480.21,13016243.88
100,BGR,Bulgaria,Europe,2013,14735503.71,20382448.82
104,MMR,Myanmar,Eastern and South-Eastern Asia (excl. China),2013,10133477.45,27539769.2
108,BDI,Burundi,Sub-Saharan Africa,2013,262004.4412,50288.90762
112,BLR,Belarus,Europe,2013,19917633.72,35692269.23
116,KHM,Cambodia,Eastern and South-Eastern Asia (excl. China),2013,1258849.677,4226661.507
120,CMR,Cameroon,Sub-Saharan Africa,2013,5250779.199,5797384.983
124,CAN,Canada,Northern America,2013,242035103.7,423686796.6
132,CPV,Cabo Verde,Sub-Saharan Africa,2013,51664.28812,30255.86902
136,CYM,Cayman Islands,Latin America and the Caribbean,2013,3019.297,2307.081
140,CAF,Central African Republic,Sub-Saharan Africa,2013,110313.3502,145251.7021
144,LKA,Sri Lanka,Central and Southern Asia,2013,3377980.863,1700262.906
148,TCD,Chad,Sub-Saharan Africa,2013,3196558.424,4060728.557
152,CHL,Chile,Latin America and the Caribbean,2013,70028356.42,50955082.8
156,CHN,China,China,2013,187829949.7,941799962.3
162,CXR,Christmas Islands,,2013,26699.644,161511.324
166,CCK,Cocos Islands,,2013,1253.019,908.284
170,COL,Colombia,Latin America and the Caribbean,2013,54109617.18,144958875.4
174,COM,Comoros,Sub-Saharan Africa,2013,32402.44119,6480.925501
175,MYT,Mayotte,Sub-Saharan Africa,2013,19000.51,6653.364
178,COG,"Congo, Republic",Sub-Saharan Africa,2013,11281434.46,12833358.05
180,COD,"Congo, Democratic Republic",Sub-Saharan Africa,2013,6903035.318,2884437.431
184,COK,Cook Islands,Oceania (excl. Australia and New Zealand),2013,15863.22,3611.744
188,CRI,Costa Rica,Latin America and the Caribbean,2013,4867229.784,6905400.079
191,HRV,Croatia,Europe,2013,4268896.016,11477410.11
192,CUB,Cuba,Latin America and the Caribbean,2013,1605798.383,1911910.075
196,CYP,Cyprus,Northern Africa and Western Asia,2013,3247737.075,5087856.303
203,CZE,Czech Republic,Europe,2013,18698166.89,41718963.42
204,BEN,Benin,Sub-Saharan Africa,2013,1021261.547,1264130.78
208,DNK,Denmark,Europe,2013,31176789.31,28810457.28
212,DMA,Dominica,Latin America and the Caribbean,2013,27422.362,321141.583
214,DOM,Dominican Republic,Latin America and the Caribbean,2013,3569927.421,5298683.812
218,ECU,Ecuador,Latin America and the Caribbean,2013,23847616.37,29285931.32
222,SLV,El Salvador,Latin America and the Caribbean,2013,1227488.552,1564485.089
226,GNQ,Equatorial Guinea,Sub-Saharan Africa,2013,13902432.03,16699957.14
231,ETH,Ethiopia,Sub-Saharan Africa,2013,1972848.032,1037885.893
232,ERI,Eritrea,Sub-Saharan Africa,2013,311585.032,37838.263
233,EST,Estonia,Europe,2013,5028748.136,11600082.38
234,FRO,Faeroe Islands,Europe,2013,1262951.221,377428.435
238,FLK,Falkland Islands (Malvinas),Latin America and the Caribbean,2013,185955.765,64981.028
239,SGS,South Georgia and the South Sandwich Islands,,2013,468.552,151.861
242,FJI,Fiji,Oceania (excl. Australia and New Zealand),2013,883607.1107,1490831.445
246,FIN,Finland,Europe,2013,27984948.57,29144186.65
251,FRA,France,Europe,2013,105489847.6,139540939.7
258,PYF,French Polynesia,Oceania (excl. Australia and New Zealand),2013,168609.6429,20613.42878
260,ATF,French Southern Territories,,2013,4956.621,728.266
262,DJI,Djibouti,Sub-Saharan Africa,2013,100461.979,170611.602
266,GAB,Gabon,Sub-Saharan Africa,2013,10612411.69,15630904.97
268,GEO,Georgia,Northern Africa and Western Asia,2013,1700619.716,2532244.233
270,GMB,Gambia,Sub-Saharan Africa,2013,144241.2536,300728.3966
275,PSE,State of Palestine,Northern Africa and Western Asia,2013,430223.6356,650611.576
276,DEU,Germany,Europe,2013,186501414.9,231993410.6
288,GHA,Ghana,Sub-Saharan Africa,2013,10534885.15,12071910.02
292,GIB,Gibraltar,Europe,2013,456321.636,590169.838
296,KIR,Kiribati,Oceania (excl. Australia and New Zealand),2013,85683.24388,40340.87594
300,GRC,Greece,Europe,2013,23278870.3,32121534.28
304,GRL,Greenland,Northern America,2013,631925.8975,250892.8353
308,GRD,Grenada,Latin America and the Caribbean,2013,41260.648,11634.095
316,GUM,Guam,Oceania (excl. Australia and New Zealand),2013,62297.857,69009.286
320,GTM,Guatemala,Latin America and the Caribbean,2013,6726715.048,9317328.849
324,GIN,Guinea,Sub-Saharan Africa,2013,2502337.273,18161421.06
328,GUY,Guyana,Latin America and the Caribbean,2013,1600870.056,2875208.085
332,HTI,Haiti,Latin America and the Caribbean,2013,86898.482,101776.024
334,HMD,Heard Island and McDonald Islands,,2013,8536.151,9066.518
336,VAT,Holy See,Europe,2013,219.708,292.078
340,HND,Honduras,Latin America and the Caribbean,2013,3076579.038,5007269.253
344,HKG,"China, Hong Kong SAR",China,2013,97905661.92,9705240.571
348,HUN,Hungary,Europe,2013,14358116.37,22123404.42
352,ISL,Iceland,Europe,2013,5012286.383,2357060.972
360,IDN,Indonesia,Eastern and South-Eastern Asia (excl. China),2013,123862118,664423706.3
364,IRN,Iran,Central and Southern Asia,2013,55516208.46,116112116.4
368,IRQ,Iraq,Northern Africa and Western Asia,2013,90231665.23,117589125.3
372,IRL,Ireland,Europe,2013,11913816.65,11022199.91
376,ISR,Israel,Northern Africa and Western Asia,2013,23623345.35,16376217.72
381,ITA,Italy,Europe,2013,84405279.07,77243459.99
384,CIV,Cote d'Ivoire,Sub-Saharan Africa,2013,11122731.87,8626164.692
388,JAM,Jamaica,Latin America and the Caribbean,2013,748008.1327,6042101.91
392,JPN,Japan,Eastern and South-Eastern Asia (excl. China),2013,86350299.81,109354020.5
398,KAZ,Kazakhstan,Central and Southern Asia,2013,75463838.68,162406241
400,JOR,Jordan,Northern Africa and Western Asia,2013,3166832.884,9279529.835
404,KEN,Kenya,Sub-Saharan Africa,2013,4120093.301,3291385.315
408,PRK,"Korea, Democratic People’s Republic",Eastern and South-Eastern Asia (excl. China),2013,2494094.024,21031987.25
410,KOR,"Korea, Republic",Eastern and South-Eastern Asia (excl. China),2013,100965074.4,104206887.5
414,KWT,Kuwait,Northern Africa and Western Asia,2013,206189411.7,261668499.4
417,KGZ,Kyrgyzstan,Central and Southern Asia,2013,1189991.426,1426344.035
418,LAO,Lao PDR,Eastern and South-Eastern Asia (excl. China),2013,2735507.723,3265557.139
422,LBN,Lebanon,Northern Africa and Western Asia,2013,2316537.57,2400505.308
426,LSO,Lesotho,Sub-Saharan Africa,2013,87607.50564,109151.3654
428,LVA,Latvia,Europe,2013,6353442.995,16841184.51
430,LBR,Liberia,Sub-Saharan Africa,2013,910254.905,4802652.226
434,LBY,Libya,Northern Africa and Western Asia,2013,42501969.07,51936164.68
440,LTU,Lithuania,Europe,2013,13973237.06,21284983.85
442,LUX,Luxembourg,Europe,2013,6175096.421,7140462.038
446,MAC,"China, Macao SAR",China,2013,335530.415,303971.347
450,MDG,Madagascar,Sub-Saharan Africa,2013,1349939.309,1067900.216
454,MWI,Malawi,Sub-Saharan Africa,2013,1182207.59,729928.455
458,MYS,Malaysia,Eastern and South-Eastern Asia (excl. China),2013,98767385.72,149905163.7
462,MDV,Maldives,Central and Southern Asia,2013,183950.0961,64420.36046
466,MLI,Mali,Sub-Saharan Africa,2013,2988453.004,520547.47
470,MLT,Malta,Europe,2013,3154203.567,4224720.927
473,,"Latin American Integration Association, nes",,2013,1552.178,585.263
478,MRT,Mauritania,Sub-Saharan Africa,2013,4293875.456,25978495.19
480,MUS,Mauritius,Sub-Saharan Africa,2013,879606.1723,859461.5588
484,MEX,Mexico,Latin America and the Caribbean,2013,89006741.86,126893863.9
490,,"Other Asia, nes",,2013,43749320.57,44437606.31
496,MNG,Mongolia,Eastern and South-Eastern Asia (excl. China),2013,4439649.912,27082724.35
498,MDA,Moldova,Europe,2013,1070313.831,2244711.676
499,MNE,Montenegro,Europe,2013,323268.9095,643094.9311
500,MSR,Montserrat,Latin America and the Caribbean,2013,1339.102472,55033.75961
504,MAR,Morocco,Northern Africa and Western Asia,2013,11013157.43,25687318.78
508,MOZ,Mozambique,Sub-Saharan Africa,2013,6390387.027,54225429.29
512,OMN,Oman,Northern Africa and Western Asia,2013,48333924.2,81410284.74
516,NAM,Namibia,Sub-Saharan Africa,2013,4686349.632,2715904.575
520,NRU,Nauru,Oceania (excl. Australia and New Zealand),2013,63425.091,338590.614
524,NPL,Nepal,Central and Southern Asia,2013,268794.8031,789739.935
527,,"Oceania, nes",,2013,3098.644,253.711
528,NLD,Netherlands,Europe,2013,225751258.3,273164222
531,CUW,Curacao,Latin America and the Caribbean,2013,3925082.975,3999836.011
533,ABW,Aruba,Latin America and the Caribbean,2013,527899.3392,626945.2354
534,SXM,Sint Maarten (Dutch part),Latin America and the Caribbean,2013,4393.222,3788.977
535,BES,Bonaire,Latin America and the Caribbean,2013,2104.768,52201.528
540,NCL,New Caledonia,Oceania (excl. Australia and New Zealand),2013,1290500.664,6372004.893
548,VUT,Vanuatu,Oceania (excl. Australia and New Zealand),2013,327686.903,247160.938
554,NZL,New Zealand,Australia and New Zealand,2013,29119213.37,32000668.86
558,NIC,Nicaragua,Latin America and the Caribbean,2013,2712825.281,1810353.82
562,NER,Niger,Sub-Saharan Africa,2013,717524.6851,575268.9341
566,NGA,Nigeria,Sub-Saharan Africa,2013,104817217.7,117194757.4
568,,"Other Europe, nes",,2013,5183193.084,7466230.497
570,NIU,Niue,Oceania (excl. Australia and New Zealand),2013,202.819,72.259
574,NFK,Norfolk Islands,Australia and New Zealand,2013,754.085,485.605
577,,"Other Africa, nes",,2013,2569.368,2642.414
579,NOR,Norway,Europe,2013,125627504.9,193774262.8
580,MNP,Northern Mariana Islands,Oceania (excl. Australia and New Zealand),2013,754.561,1949.895
581,UMI,United States Minor Outlying Islands,,2013,5559.668,419.617
583,FSM,Micronesia,Oceania (excl. Australia and New Zealand),2013,61411.961,31969.012
584,MHL,Marshall Islands,Oceania (excl. Australia and New Zealand),2013,215475.034,126162.949
585,PLW,Palau,Oceania (excl. Australia and New Zealand),2013,15622.533,3002.506
586,PAK,Pakistan,Central and Southern Asia,2013,11141457.22,27073206.31
591,PAN,Panama,Latin America and the Caribbean,2013,2819230.314,2819011.08
598,PNG,Papua New Guinea,Oceania (excl. Australia and New Zealand),2013,6150496.914,5598987.749
600,PRY,Paraguay,Latin America and the Caribbean,2013,6837731.894,12794187.42
604,PER,Peru,Latin America and the Caribbean,2013,39388869.58,35890291.41
608,PHL,Philippines,Eastern and South-Eastern Asia (excl. China),2013,13348195.86,70738838.21
612,PCN,Pitcairn,Oceania (excl. Australia and New Zealand),2013,229.307,485.35
616,POL,Poland,Europe,2013,42843985.41,64266827.69
620,PRT,Portugal,Europe,2013,16707607.82,25686350.5
624,GNB,Guinea-Bissau,Sub-Saharan Africa,2013,293857.36,368821.045
626,TLS,Timor-Leste,Eastern and South-Eastern Asia (excl. China),2013,568703.7417,642267.6718
634,QAT,Qatar,Northern Africa and Western Asia,2013,132407588.1,168789083.6
637,,"North America and Central America, nes",,2013,2296.449,119.118
642,ROU,Romania,Europe,2013,16316065.19,31620362.8
643,RUS,Russian Federation,Europe,2013,517887718.1,947473103.7
646,RWA,Rwanda,Sub-Saharan Africa,2013,610856.0202,291894.3209
652,BLM,Saint-Barthelemy,Latin America and the Caribbean,2013,1114.692,5318.969
654,SHN,Saint Helena,Sub-Saharan Africa,2013,12848.88,1556.381
659,KNA,Saint Kitts and Nevis,Latin America and the Caribbean,2013,2034.398115,847.9091617
660,AIA,Anguilla,Latin America and the Caribbean,2013,1321.276,5086.02
662,LCA,Saint Lucia,Latin America and the Caribbean,2013,164121.3491,255137.921
666,SPM,Saint Pierre and Miquelon,Northern America,2013,4175.913,4072.59
670,VCT,Saint Vincent and the Grenadines,Latin America and the Caribbean,2013,33150.91175,87939.83625
674,SMR,San Marino,Europe,2013,8029.809,1598.108
678,STP,Sao Tome and Principe,Sub-Saharan Africa,2013,7731.04867,4120.148779
682,SAU,Saudi Arabia,Northern Africa and Western Asia,2013,546065325.6,694231163.1
686,SEN,Senegal,Sub-Saharan Africa,2013,2083504.461,3968999.966
688,SRB,Serbia,Europe,2013,4450801.877,9400956.943
690,SYC,Seychelles,Sub-Saharan Africa,2013,325327.7307,526725.4114
694,SLE,Sierra Leone,Sub-Saharan Africa,2013,1672169.61,12861028.46
699,IND,India,Central and Southern Asia,2013,164291402.2,181668758.2
702,SGP,Singapore,Eastern and South-Eastern Asia (excl. China),2013,83570845.45,92901477.88
703,SVK,Slovakia,Europe,2013,14439106.99,24087286.07
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),2013,36775188.19,80894873.63
705,SVN,Slovenia,Europe,2013,5710795.766,8303303.968
706,SOM,Somalia,Sub-Saharan Africa,2013,611218.199,233309.592
710,ZAF,South Africa,Sub-Saharan Africa,2013,75650213.33,221021407.7
716,ZWE,Zimbabwe,Sub-Saharan Africa,2013,3398455.695,2187316.23
724,ESP,Spain,Europe,2013,87227279.69,97424512.36
728,SSD,South Sudan,Sub-Saharan Africa,2013,2470577.499,3492229.995
729,SDN,Sudan,Northern Africa and Western Asia,2013,5960204.623,4374532.957
732,ESH,Western Sahara,Northern Africa and Western Asia,2013,595.185,106.498
740,SUR,Suriname,Latin America and the Caribbean,2013,1887522.78,801765.9327
748,SWZ,Eswatini,Sub-Saharan Africa,2013,870672.9993,3197352.078
752,SWE,Sweden,Europe,2013,40818445.1,63682382.26
757,CHE,Switzerland,Europe,2013,140492927.5,19022182.22
760,SYR,Syria,Northern Africa and Western Asia,2013,952237.27,1767559.24
762,TJK,Tajikistan,Central and Southern Asia,2013,847610.084,564218.715
764,THA,Thailand,Eastern and South-Eastern Asia (excl. China),2013,55342561.63,73324936.45
768,TGO,Togo,Sub-Saharan Africa,2013,1416701.257,6506934.253
772,TKL,Tokelau,Oceania (excl. Australia and New Zealand),2013,23037.257,12591.544
776,TON,Tonga,Oceania (excl. Australia and New Zealand),2013,15116.55388,15086.48943
780,TTO,Trinidad and Tobago,Latin America and the Caribbean,2013,14662626.58,26207289.61
784,ARE,United Arab Emirates,Northern Africa and Western Asia,2013,290293510.1,384136735.2
788,TUN,Tunisia,Northern Africa and Western Asia,2013,6153219.153,9790479.693
792,TUR,Turkey,Northern Africa and Western Asia,2013,45667027.52,74691691.47
795,TKM,Turkmenistan,Central and Southern Asia,2013,10974242.02,20926618.85
796,TCA,Turks and Caicos Islands,Latin America and the Caribbean,2013,17132.954,23473.936
798,TUV,Tuvalu,Oceania (excl. Australia and New Zealand),2013,24155.691,9918.721
800,UGA,Uganda,Sub-Saharan Africa,2013,2034262.401,2212015.327
804,UKR,Ukraine,Europe,2013,44771304.64,220134106
807,MKD,North Macedonia,Europe,2013,1484549.443,1777732.523
818,EGY,Egypt,Northern Africa and Western Asia,2013,22556769.19,38759741.91
826,GBR,United Kingdom,Europe,2013,151307380.6,128208087.6
834,TZA,Tanzania,Sub-Saharan Africa,2013,4325786.333,2729601.851
837,,Bunkers,,2013,1511.452,1266.608
838,,Free Zones,,2013,1318365.877,820661.05
839,,Special Categories,,2013,50084790.28,97121010.13
842,USA,United States,Northern America,2013,392593240.9,669469871.6
854,BFA,Burkina Faso,Sub-Saharan Africa,2013,1543545.662,1138111.701
858,URY,Uruguay,Latin America and the Caribbean,2013,9212508.625,14666593.44
860,UZB,Uzbekistan,Central and Southern Asia,2013,6214959.667,6632132.067
862,VEN,Venezuela,Latin America and the Caribbean,2013,151135610.1,214370055.8
876,WLF,Wallis and Futuna Islands,Oceania (excl. Australia and New Zealand),2013,130.084,59.255
882,WSM,Samoa,Oceania (excl. Australia and New Zealand),2013,32032.14234,28607.69581
887,YEM,Yemen,Northern Africa and Western Asia,2013,8728404.288,14701344.2
894,ZMB,Zambia,Sub-Saharan Africa,2013,11659969.12,3141498.478
899,,"Areas, nes",,2013,27056469.79,103121401
4,AFG,Afghanistan,Central and Southern Asia,2014,801285.9925,2087260.839
8,ALB,Albania,Europe,2014,1096480.985,3158259.435
10,ATA,Antarctica,,2014,4445.702,12386.676
12,DZA,Algeria,Northern Africa and Western Asia,2014,65166649.87,94632124.81
16,ASM,American Samoa,Oceania (excl. Australia and New Zealand),2014,40376.49,30249.459
20,AND,Andorra,Europe,2014,336830.7714,526734.9407
24,AGO,Angola,Sub-Saharan Africa,2014,62757756.27,91509139.89
28,ATG,Antigua and Barbuda,Latin America and the Caribbean,2014,401165.4545,543174.7347
31,AZE,Azerbaijan,Northern Africa and Western Asia,2014,25302413.65,33701098.57
32,ARG,Argentina,Latin America and the Caribbean,2014,47157951.97,76242005.15
36,AUS,Australia,Australia and New Zealand,2014,239164238.6,1343033207
40,AUT,Austria,Europe,2014,30706544.61,39256314.8
44,BHS,Bahamas,Latin America and the Caribbean,2014,1591288.937,4886226.761
48,BHR,Bahrain,Northern Africa and Western Asia,2014,18495417.47,27539432.88
50,BGD,Bangladesh,Central and Southern Asia,2014,2329817.977,2134850.506
51,ARM,Armenia,Northern Africa and Western Asia,2014,1020709.701,486925.2822
52,BRB,Barbados,Latin America and the Caribbean,2014,220754.9879,460971.9925
56,BEL,Belgium,Europe,2014,136849423.7,154645037.1
60,BMU,Bermuda,Northern America,2014,22043.845,25203.944
64,BTN,Bhutan,Central and Southern Asia,2014,134162.155,249854.048
68,BOL,Bolivia,Latin America and the Caribbean,2014,12590299.2,18633357.93
70,BIH,Bosnia Herzegovina,Europe,2014,2093338.611,5822671.282
72,BWA,Botswana,Sub-Saharan Africa,2014,7387700.042,1021713.858
74,BVT,Bouvet Island,,2014,1087.822,178.051
76,BRA,Brazil,Latin America and the Caribbean,2014,167277740.5,541058633.6
84,BLZ,Belize,Latin America and the Caribbean,2014,419655.6418,701016.7007
86,IOT,British Indian Ocean Territory,,2014,1500.893,546.854
90,SLB,Solomon Islands,Oceania (excl. Australia and New Zealand),2014,619898.4935,2078499.809
92,VGB,British Virgin Islands,Latin America and the Caribbean,2014,123720.917,81854.852
96,BRN,Brunei Darussalam,Eastern and South-Eastern Asia (excl. China),2014,10135489.07,12175416.2
100,BGR,Bulgaria,Europe,2014,13821456.9,20389826.5
104,MMR,Myanmar,Eastern and South-Eastern Asia (excl. China),2014,13182739.23,28638493.82
108,BDI,Burundi,Sub-Saharan Africa,2014,205599.1614,62809.03434
112,BLR,Belarus,Europe,2014,21054215.39,44026203.17
116,KHM,Cambodia,Eastern and South-Eastern Asia (excl. China),2014,1504645.005,6137917.096
120,CMR,Cameroon,Sub-Saharan Africa,2014,5411360.847,6678164.301
124,CAN,Canada,Northern America,2014,252111697.4,406668919.8
132,CPV,Cabo Verde,Sub-Saharan Africa,2014,57818.35887,49408.29601
136,CYM,Cayman Islands,Latin America and the Caribbean,2014,27389.034,25156.709
140,CAF,Central African Republic,Sub-Saharan Africa,2014,61844.15723,149062.4809
144,LKA,Sri Lanka,Central and Southern Asia,2014,3620396.684,2113285.169
148,TCD,Chad,Sub-Saharan Africa,2014,3168281.259,3465532.335
152,CHL,Chile,Latin America and the Caribbean,2014,67911022.82,56159232.64
156,CHN,China,China,2014,208459667.1,813037306.5
162,CXR,Christmas Islands,,2014,30832.445,206637.029
166,CCK,Cocos Islands,,2014,542.752,450.485
170,COL,Colombia,Latin America and the Caribbean,2014,51249104.1,146295963.2
174,COM,Comoros,Sub-Saharan Africa,2014,41988.92293,22979.95007
178,COG,"Congo, Republic",Sub-Saharan Africa,2014,8907229.324,10006955.04
180,COD,"Congo, Democratic Republic",Sub-Saharan Africa,2014,8059840.207,2927892.645
184,COK,Cook Islands,Oceania (excl. Australia and New Zealand),2014,23797.856,5683.88
188,CRI,Costa Rica,Latin America and the Caribbean,2014,4903172.988,6946507.691
191,HRV,Croatia,Europe,2014,5580323.081,13573474.95
192,CUB,Cuba,Latin America and the Caribbean,2014,1265116.381,1570134.726
196,CYP,Cyprus,Northern Africa and Western Asia,2014,1575546.29,3444894.696
203,CZE,Czech Republic,Europe,2014,18592181.82,43088356.92
204,BEN,Benin,Sub-Saharan Africa,2014,1096025.813,1600566.393
208,DNK,Denmark,Europe,2014,27968617.19,28071334.16
212,DMA,Dominica,Latin America and the Caribbean,2014,15101.3,218221.471
214,DOM,Dominican Republic,Latin America and the Caribbean,2014,4559381.235,6828918.205
218,ECU,Ecuador,Latin America and the Caribbean,2014,24810409.94,30715582.78
222,SLV,El Salvador,Latin America and the Caribbean,2014,967396.2445,1468888.645
226,GNQ,Equatorial Guinea,Sub-Saharan Africa,2014,12431780.35,15648416.23
231,ETH,Ethiopia,Sub-Saharan Africa,2014,2466047.348,1207291.12
232,ERI,Eritrea,Sub-Saharan Africa,2014,574095.627,246292.772
233,EST,Estonia,Europe,2014,5389911.396,12870860.23
234,FRO,Faeroe Islands,Europe,2014,1293725.439,389043.758
238,FLK,Falkland Islands (Malvinas),Latin America and the Caribbean,2014,200317.617,63146.787
239,SGS,South Georgia and the South Sandwich Islands,,2014,238.891,539.054
242,FJI,Fiji,Oceania (excl. Australia and New Zealand),2014,1027560.082,2002970.018
246,FIN,Finland,Europe,2014,26735984.11,29727123.03
251,FRA,France,Europe,2014,101467746.9,139556582.7
258,PYF,French Polynesia,Oceania (excl. Australia and New Zealand),2014,185138.9556,18284.40061
260,ATF,French Southern Territories,,2014,6466.02,711.305
262,DJI,Djibouti,Sub-Saharan Africa,2014,126120.944,255044.044
266,GAB,Gabon,Sub-Saharan Africa,2014,10462967.38,15947024.24
268,GEO,Georgia,Northern Africa and Western Asia,2014,1811673.92,2336122.788
270,GMB,Gambia,Sub-Saharan Africa,2014,118590.517,243209.9772
275,PSE,State of Palestine,Northern Africa and Western Asia,2014,419788.9183,585126.7871
276,DEU,Germany,Europe,2014,176808324.9,233417290.7
288,GHA,Ghana,Sub-Saharan Africa,2014,11386358.22,13433144.49
292,GIB,Gibraltar,Europe,2014,801210.096,1178023.342
296,KIR,Kiribati,Oceania (excl. Australia and New Zealand),2014,79089.83106,48610.94687
300,GRC,Greece,Europe,2014,22469148.78,34073129.14
304,GRL,Greenland,Northern America,2014,689928.4373,280454.5645
308,GRD,Grenada,Latin America and the Caribbean,2014,27217.444,15015.577
316,GUM,Guam,Oceania (excl. Australia and New Zealand),2014,12414.903,4332.685
320,GTM,Guatemala,Latin America and the Caribbean,2014,7167474.639,12029142.37
324,GIN,Guinea,Sub-Saharan Africa,2014,2851621.793,20962778.1
328,GUY,Guyana,Latin America and the Caribbean,2014,1304224.43,2906399.599
332,HTI,Haiti,Latin America and the Caribbean,2014,89636.46,77242.726
334,HMD,Heard Island and McDonald Islands,,2014,489.592,322.266
336,VAT,Holy See,Europe,2014,1612.935,2313.404
340,HND,Honduras,Latin America and the Caribbean,2014,3184073.732,5725902.202
344,HKG,"China, Hong Kong SAR",China,2014,73973160.25,11010176.11
348,HUN,Hungary,Europe,2014,13436238.61,22684713.01
352,ISL,Iceland,Europe,2014,4914435.287,2266322.764
360,IDN,Indonesia,Eastern and South-Eastern Asia (excl. China),2014,113006987.2,526604626.3
364,IRN,Iran,Central and Southern Asia,2014,60848935.01,119829846
368,IRQ,Iraq,Northern Africa and Western Asia,2014,170854711.1,220996542.9
372,IRL,Ireland,Europe,2014,12667344.73,12058413.89
376,ISR,Israel,Northern Africa and Western Asia,2014,28659365.19,16426364.73
381,ITA,Italy,Europe,2014,79544657.68,66940108.34
384,CIV,Cote d'Ivoire,Sub-Saharan Africa,2014,11777269.22,8500057.804
388,JAM,Jamaica,Latin America and the Caribbean,2014,650024.0737,5881282.532
392,JPN,Japan,Eastern and South-Eastern Asia (excl. China),2014,80357428.07,105843552.9
398,KAZ,Kazakhstan,Central and Southern Asia,2014,68182432.62,155847839.9
400,JOR,Jordan,Northern Africa and Western Asia,2014,3782699.516,11125457.41
404,KEN,Kenya,Sub-Saharan Africa,2014,4245322.082,3060273.626
408,PRK,"Korea, Democratic People’s Republic",Eastern and South-Eastern Asia (excl. China),2014,2141794.67,19444945.96
410,KOR,"Korea, Republic",Eastern and South-Eastern Asia (excl. China),2014,109942321.5,108680471.8
414,KWT,Kuwait,Northern Africa and Western Asia,2014,185680716.4,256926850.9
417,KGZ,Kyrgyzstan,Central and Southern Asia,2014,1366050.875,1966785.329
418,LAO,Lao PDR,Eastern and South-Eastern Asia (excl. China),2014,3180170.088,3430906.701
422,LBN,Lebanon,Northern Africa and Western Asia,2014,1653872.122,2184513.669
426,LSO,Lesotho,Sub-Saharan Africa,2014,839615.6103,82977.89289
428,LVA,Latvia,Europe,2014,7181294.388,18819518.64
430,LBR,Liberia,Sub-Saharan Africa,2014,802848.366,5353045.806
434,LBY,Libya,Northern Africa and Western Asia,2014,20672491.02,27616031.24
440,LTU,Lithuania,Europe,2014,13025212.29,22355177.57
442,LUX,Luxembourg,Europe,2014,6801260.522,8168920.491
446,MAC,"China, Macao SAR",China,2014,172593.982,238570.7055
450,MDG,Madagascar,Sub-Saharan Africa,2014,1822424.871,1012330.459
454,MWI,Malawi,Sub-Saharan Africa,2014,1189441.604,738017.5247
458,MYS,Malaysia,Eastern and South-Eastern Asia (excl. China),2014,96020996.61,151402013.7
462,MDV,Maldives,Central and Southern Asia,2014,155099.4947,61611.64541
466,MLI,Mali,Sub-Saharan Africa,2014,3206534.633,416044.636
470,MLT,Malta,Europe,2014,2929341.327,4224687.646
473,,"Latin American Integration Association, nes",,2014,2727.702,615.299
478,MRT,Mauritania,Sub-Saharan Africa,2014,3167910.046,18354515.23
480,MUS,Mauritius,Sub-Saharan Africa,2014,887137.5141,1030612.326
484,MEX,Mexico,Latin America and the Caribbean,2014,81257342.45,119658100.8
490,,"Other Asia, nes",,2014,38880428.09,30741983.97
496,MNG,Mongolia,Eastern and South-Eastern Asia (excl. China),2014,5693461.512,29116989
498,MDA,Moldova,Europe,2014,1351338.372,3062318.242
499,MNE,Montenegro,Europe,2014,393196.2088,756079.9237
500,MSR,Montserrat,Latin America and the Caribbean,2014,2297.203471,373678.5754
504,MAR,Morocco,Northern Africa and Western Asia,2014,10817773.71,26308763.63
508,MOZ,Mozambique,Sub-Saharan Africa,2014,7371390.303,19185182.35
512,OMN,Oman,Northern Africa and Western Asia,2014,80230385.36,114551684
516,NAM,Namibia,Sub-Saharan Africa,2014,4900839.892,3035860.475
520,NRU,Nauru,Oceania (excl. Australia and New Zealand),2014,26626.3,153144.325
524,NPL,Nepal,Central and Southern Asia,2014,309085.0345,795803.0955
527,,"Oceania, nes",,2014,10297.22,209.24
528,NLD,Netherlands,Europe,2014,209764650.3,262329387.5
531,CUW,Curacao,Latin America and the Caribbean,2014,2589167.068,2133046.527
533,ABW,Aruba,Latin America and the Caribbean,2014,517625.701,727383.0591
534,SXM,Sint Maarten (Dutch part),Latin America and the Caribbean,2014,2133.045,10017.84
535,BES,Bonaire,Latin America and the Caribbean,2014,159216.484,318695.518
540,NCL,New Caledonia,Oceania (excl. Australia and New Zealand),2014,1624495.534,7704359.59
548,VUT,Vanuatu,Oceania (excl. Australia and New Zealand),2014,168572.309,87178.606
554,NZL,New Zealand,Australia and New Zealand,2014,31292096.96,31005886.27
